,Date,Apple Mobility Present,AACHEN_WALKING,HALLAND COUNTY_DRIVING,HOKKAIDO (PREFECTURE)_WALKING,HYOGO PREFECTURE_WALKING,ILLINOIS_WALKING,ISHIKAWA PREFECTURE_TRANSIT,ALBANY_WALKING,ALBANY_DRIVING,ALLENTOWN_TRANSIT,WILLIAMSBURG CITY_DRIVING,MADISON COUNTY_DRIVING,MARION COUNTY_DRIVING,REDWOOD COUNTY_DRIVING,RENO COUNTY_DRIVING,RICHLAND COUNTY_DRIVING,RICHMOND COUNTY_DRIVING,HAYWOOD COUNTY_DRIVING,HENDERSON COUNTY_DRIVING,HENRY COUNTY_DRIVING,HERKIMER COUNTY_DRIVING,MECKLENBURG COUNTY_WALKING,MERCED COUNTY_WALKING,MERCER COUNTY_DRIVING,COMAL COUNTY_DRIVING,CONTRA COSTA COUNTY_TRANSIT,CONTRA COSTA COUNTY_DRIVING,COOK COUNTY_TRANSIT,COSHOCTON COUNTY_DRIVING,COWLITZ COUNTY_DRIVING,CRAVEN COUNTY_DRIVING,HINDS COUNTY_DRIVING,HONOLULU COUNTY_WALKING,HONOLULU COUNTY_DRIVING,HOPEWELL CITY_DRIVING,ALAMEDA COUNTY_DRIVING,ALBANY COUNTY_DRIVING,ALBEMARLE COUNTY_WALKING,ALEXANDRIA CITY_WALKING,CREEK COUNTY_DRIVING,CUMBERLAND COUNTY_DRIVING,CUYAHOGA COUNTY_TRANSIT,CUYAHOGA COUNTY_DRIVING,BEXAR COUNTY_DRIVING,BIBB COUNTY_DRIVING,BLAINE COUNTY_DRIVING,DURHAM COUNTY_DRIVING,EAGLE COUNTY_WALKING,EDDY COUNTY_DRIVING,EFFINGHAM COUNTY_DRIVING,EL PASO COUNTY_TRANSIT,ELLIS COUNTY_DRIVING,CARROLL COUNTY_DRIVING,CARSON COUNTY_DRIVING,CASS COUNTY_DRIVING,CHAMBERS COUNTY_DRIVING,CHAMPAIGN COUNTY_DRIVING,CHARLOTTE COUNTY_WALKING,LOS ANGELES_WALKING,LOUISVILLE_DRIVING,LYON_DRIVING,MADISON_WALKING,MANCHESTER_DRIVING,MANILA_TRANSIT,MANNHEIM_WALKING,MIAMI_WALKING,MIAMI_TRANSIT,MIAMI_DRIVING,MILWAUKEE_WALKING,MILWAUKEE_TRANSIT,MINNEAPOLIS_WALKING,MINNEAPOLIS_TRANSIT,MITO_TRANSIT,AMSTERDAM_TRANSIT,ANCHORAGE_WALKING,ANNAPOLIS_WALKING,BANGKOK_DRIVING,BELFAST_DRIVING,BELO HORIZONTE_WALKING,BERGAMO_WALKING,BIRMINGHAM_DRIVING,MARLBOROUGH REGION_DRIVING,MICHIGAN_WALKING,MICHOAC+ÍN_DRIVING,MIDI-PYR+¬N+¬ES REGION_WALKING,MIDI-PYR+¬N+¬ES REGION_TRANSIT,UPPER NORMANDY REGION_DRIVING,UUSIMAA_TRANSIT,RIVERSIDE COUNTY_TRANSIT,RUTHERFORD COUNTY_DRIVING,WILLIAMSON COUNTY_WALKING
333,2020-12-11,1,98.85,95.92,95.7,149.71,116.72,157.47,136.97,112.43,72.93,149.19,185.02,152.74,119.85,142.92,115.24,185.71,150.66,166.99,155.06,119.72,156.45,169.82,111.74,161.15,40.12,103.42,33.89,144.1,144.7,153.57,136.51,61.54,86.42,158.34,94.58,177.43,48.97,124.87,157.35,163.45,45.28,130.0,130.23,165.49,99.41,115.43,181.66,89.39,134.38,58.18,154.02,142.64,148.79,163.14,185.07,124.58,165.25,107.21,135.87,84.28,126.46,94.54,45.08,86.85,126.34,70.15,115.38,154.67,55.44,169.82,38.99,128.48,32.44,164.01,145.89,92.43,122.97,116.25,77.08,99.2,78.27,145.8,126.68,90.38,180.45,93.93,80.23,37.54,147.78,175.89
334,2020-12-12,1,99.34,95.54,85.24,151.3,117.98,157.42,127.34,104.1,64.2,217.67,189.72,127.1,103.12,132.26,98.64,172.65,155.1,150.29,147.23,116.95,172.59,135.2,108.24,180.11,33.12,92.64,31.5,129.46,132.35,145.69,127.5,63.77,86.86,154.02,82.44,202.39,45.2,130.91,163.79,134.51,40.55,123.84,130.47,151.98,83.42,107.62,233.52,66.5,135.58,53.87,169.74,109.01,138.97,146.95,184.76,115.89,163.97,108.28,126.19,79.52,129.12,87.45,43.07,76.27,134.21,68.98,109.4,147.23,45.3,150.86,33.65,126.12,30.32,143.58,165.68,94.92,110.56,94.62,78.09,92.69,72.57,129.4,125.32,93.21,167.45,83.49,72.52,35.99,136.61,201.04
335,2020-12-13,1,72.92,89.87,71.12,111.63,87.23,120.55,87.98,76.39,53.28,154.23,159.2,120.74,74.01,93.36,72.68,143.91,119.81,117.83,107.7,94.18,120.35,106.88,84.39,147.46,33.31,69.91,28.78,91.35,98.63,110.22,83.81,52.88,69.07,108.24,60.92,179.42,34.1,96.95,134.94,136.79,40.81,90.12,94.03,107.23,35.05,81.55,167.32,50.46,100.17,42.77,123.55,94.19,115.54,114.86,131.22,80.78,99.33,82.03,90.2,66.75,91.72,67.04,45.15,64.02,100.57,62.51,83.6,112.24,47.8,94.54,28.93,95.3,26.69,115.11,123.8,86.69,76.73,60.73,83.92,70.55,65.23,95.05,114.65,54.6,145.66,69.35,68.76,32.59,101.5,135.25
336,2020-12-14,1,103.46,91.94,76.35,102.73,95.23,113.24,116.2,94.63,57.24,99.12,125.9,117.23,100.0,110.5,85.98,147.72,128.31,128.95,121.46,103.38,112.32,157.92,89.56,122.8,41.12,91.63,33.71,118.41,117.12,124.75,108.32,54.79,74.51,117.91,81.86,135.03,40.7,79.68,108.42,130.54,48.69,107.99,104.72,132.6,63.12,91.55,152.87,77.96,110.65,69.54,112.93,110.47,118.2,130.69,133.68,101.02,155.42,93.95,108.88,83.88,109.74,81.87,42.82,87.89,106.5,75.34,97.25,121.32,59.4,122.4,36.64,94.78,29.3,149.52,90.93,83.15,100.77,103.92,85.93,93.04,71.7,113.22,118.24,85.51,188.86,94.53,74.09,35.95,117.26,146.0
337,2020-12-15,1,101.98,88.69,74.34,105.4,96.8,106.75,121.23,99.4,61.76,113.67,144.62,123.82,126.09,101.05,86.41,158.81,124.6,133.58,128.38,108.94,123.86,167.91,102.73,130.0,38.88,94.91,32.87,116.55,121.0,139.48,115.19,58.88,79.24,135.43,83.81,151.77,42.45,92.07,114.47,136.24,44.64,110.08,109.26,126.72,47.32,102.04,146.4,90.58,116.67,57.66,110.9,108.91,92.11,135.87,144.68,105.23,143.7,97.59,112.52,88.69,103.81,85.66,47.56,84.98,108.43,74.28,100.95,128.44,54.54,137.34,35.56,95.86,23.19,149.69,107.82,77.01,105.37,101.1,82.08,94.25,71.15,117.91,120.21,88.04,199.95,96.82,76.11,34.97,123.99,168.43
338,2020-12-16,1,97.98,93.37,76.08,107.34,99.01,108.77,123.06,98.31,48.1,96.54,134.42,120.74,82.33,104.89,74.18,146.01,139.04,119.35,89.5,105.43,112.2,166.51,74.43,129.83,39.21,102.15,33.04,94.13,122.77,124.66,114.09,60.27,79.18,126.71,87.83,163.9,22.42,72.2,121.46,131.49,45.87,108.83,112.3,128.9,67.62,92.11,140.49,86.4,117.54,65.4,125.37,116.76,118.6,134.9,145.42,105.33,152.79,100.63,115.4,91.86,115.69,85.45,47.05,70.14,113.0,74.95,103.69,132.76,53.9,144.27,34.52,98.73,24.38,167.65,91.72,78.57,107.81,108.02,92.51,92.55,76.1,121.65,118.83,104.68,205.84,101.33,73.69,36.17,125.8,169.27
339,2020-12-17,1,92.23,99.49,78.87,110.8,101.95,117.0,76.54,41.72,44.24,114.34,144.86,143.68,100.95,116.45,92.35,171.65,140.8,145.22,135.52,77.68,126.27,146.01,61.85,135.53,40.76,100.27,32.39,109.64,126.08,140.27,120.03,58.56,80.03,144.22,88.84,159.76,38.24,93.44,143.79,137.86,43.77,111.32,117.62,142.26,81.72,107.37,155.12,86.61,124.3,60.33,143.96,129.26,139.53,147.59,162.65,107.57,152.39,99.48,119.84,92.7,116.4,89.24,47.49,73.9,116.42,75.77,108.21,133.9,55.6,139.94,34.2,100.85,23.57,160.41,104.01,82.65,117.04,106.95,92.9,94.24,85.48,122.06,131.64,103.33,199.07,100.82,73.87,38.03,128.11,177.59
340,2020-12-18,1,99.45,101.57,87.81,139.52,120.99,136.78,145.3,103.86,80.85,139.85,183.9,162.3,118.62,134.52,123.03,205.53,184.19,177.38,147.91,127.17,159.4,177.59,109.76,162.41,40.87,110.18,34.43,129.4,148.45,160.46,141.23,69.05,93.33,161.86,101.21,191.68,46.63,115.75,164.65,172.34,45.44,130.29,137.64,173.2,79.63,122.2,187.85,86.64,146.86,72.81,178.27,162.79,197.02,159.47,182.14,115.08,163.97,115.2,140.45,99.2,134.64,98.06,44.18,74.28,136.08,78.03,122.3,162.5,57.4,163.76,37.23,118.82,24.16,176.37,128.93,105.78,130.67,123.38,108.94,105.24,92.43,139.77,159.35,115.04,211.36,107.61,73.87,40.88,150.65,192.17
341,2020-12-19,1,97.34,95.54,78.52,138.42,125.09,132.47,127.9,101.43,66.33,197.25,191.47,154.55,95.84,131.29,99.36,173.81,170.67,152.97,133.14,121.49,173.06,136.34,107.78,154.47,36.46,103.05,32.69,143.17,150.39,142.06,135.26,72.09,90.05,163.93,90.22,217.0,38.17,117.91,164.4,157.31,39.54,123.41,132.51,169.82,64.1,112.05,232.11,68.56,148.95,53.87,189.13,134.5,168.36,143.31,204.77,111.95,153.27,114.0,124.31,85.65,121.88,86.2,41.34,66.76,141.4,69.02,114.33,161.1,48.82,147.49,34.05,115.63,19.52,159.55,148.39,93.62,119.68,90.88,116.83,91.65,100.16,127.83,172.7,111.26,180.83,97.06,74.99,36.82,137.48,176.53
342,2020-12-20,1,72.34,87.98,73.58,107.15,93.64,110.29,87.65,78.29,56.78,121.93,182.31,123.01,79.21,88.64,69.81,142.71,150.66,128.17,112.33,95.62,104.92,119.98,83.78,125.08,34.96,84.49,27.92,96.48,113.39,98.92,90.59,58.36,72.97,123.99,73.37,214.29,32.42,82.85,120.8,151.18,36.73,92.25,100.35,119.0,59.6,79.91,196.51,56.92,115.28,42.08,143.01,118.7,163.85,119.83,148.72,86.52,103.3,90.91,95.6,66.84,84.01,69.39,44.61,51.24,110.06,64.24,89.88,115.57,46.49,105.98,30.23,91.98,20.61,127.03,108.15,73.19,90.01,61.01,74.19,72.32,102.17,97.03,140.49,60.15,145.22,83.97,69.27,34.06,106.57,150.48
343,2020-12-21,1,83.14,101.35,80.72,105.78,108.68,106.6,123.63,106.53,65.26,141.77,188.61,132.15,100.28,128.27,87.05,181.44,147.68,157.94,141.59,117.14,129.31,171.07,102.88,149.37,42.38,107.89,33.28,141.94,135.54,137.34,121.39,70.45,88.57,128.87,94.73,174.08,45.35,95.7,142.49,161.78,44.9,115.05,120.83,148.96,77.09,108.69,204.5,92.77,118.84,58.61,151.08,191.67,165.54,148.74,167.26,116.54,167.95,109.34,124.07,89.56,101.58,84.32,43.43,72.68,123.66,77.76,110.11,131.47,52.31,139.27,36.55,90.92,23.55,179.05,137.34,62.7,118.12,102.39,91.32,89.6,108.44,124.1,144.77,97.56,198.25,102.17,69.04,38.84,129.11,186.57
344,2020-12-22,1,95.62,101.12,83.37,107.42,115.24,115.69,128.96,113.52,62.37,156.57,178.09,137.86,112.76,123.55,94.99,179.95,159.3,161.03,133.3,126.06,135.12,156.68,110.39,147.0,40.57,112.86,33.97,129.65,142.65,149.82,124.7,70.48,89.69,142.7,99.34,198.51,41.61,97.92,145.49,166.82,43.22,123.66,122.78,150.38,81.33,112.4,192.63,81.43,130.04,64.8,155.52,144.09,164.73,156.69,172.92,110.87,177.58,110.76,130.13,93.85,109.8,86.44,41.88,73.01,126.77,79.3,115.62,145.28,55.67,157.17,38.13,96.26,22.67,170.91,126.89,60.05,125.36,104.31,111.48,89.08,114.39,130.6,145.74,113.43,180.39,107.27,70.9,35.65,134.82,188.71
345,2020-12-23,1,84.22,87.26,86.2,119.19,118.29,123.94,137.58,123.03,59.78,154.81,183.35,153.24,86.77,126.23,51.93,186.68,157.98,195.4,147.42,127.06,139.25,160.46,119.58,156.16,42.99,121.66,32.06,140.7,165.23,150.15,129.23,71.22,98.26,143.1,109.6,212.96,42.64,99.97,148.23,171.09,42.61,136.51,129.18,173.32,70.5,121.29,179.53,78.09,141.58,71.6,158.49,134.4,160.95,158.04,192.88,116.91,165.19,113.0,134.69,87.67,114.59,85.16,41.09,62.03,130.89,74.89,120.58,158.34,52.01,133.99,38.32,102.99,22.57,178.43,140.83,58.07,127.31,102.57,113.5,90.59,95.41,139.65,153.95,97.34,167.23,102.48,57.91,36.7,140.7,192.58
346,2020-12-24,1,52.29,43.37,93.03,143.13,82.34,133.97,99.06,84.02,50.48,99.5,126.93,115.34,65.78,92.68,87.2,143.03,126.94,104.17,116.37,93.69,102.88,135.66,93.0,108.4,32.49,92.15,21.84,85.61,122.57,103.39,103.81,65.32,84.36,113.75,80.55,107.86,27.03,72.23,111.57,109.51,40.83,97.53,92.73,120.04,62.14,81.56,178.46,47.99,87.02,42.17,100.17,86.82,97.83,113.94,147.15,79.42,139.93,84.29,93.26,64.78,67.76,66.81,26.9,36.75,111.17,62.0,97.99,109.91,41.57,114.05,32.33,106.06,18.41,133.34,98.55,62.04,79.72,56.77,45.97,73.65,55.95,96.13,114.41,64.07,106.23,77.55,38.71,29.28,113.63,147.45
347,2020-12-25,1,42.06,73.52,91.82,151.18,43.41,142.68,45.77,37.82,28.49,64.94,74.02,76.79,82.23,63.62,61.95,115.81,103.61,60.97,85.65,55.55,42.16,71.33,47.69,64.36,21.59,46.5,14.41,47.56,72.31,73.05,67.84,38.61,43.74,77.13,39.75,67.85,11.5,30.24,84.83,72.42,29.16,44.22,52.3,79.09,55.48,42.08,138.75,29.21,62.2,28.31,62.19,72.38,90.34,79.28,111.68,54.91,61.62,45.88,50.14,42.11,29.41,28.81,34.95,40.13,67.77,42.63,58.91,64.42,27.1,45.77,18.87,114.63,14.13,56.49,30.44,78.52,21.4,34.89,27.13,32.0,115.75,45.51,94.55,26.56,98.47,61.37,47.84,20.34,47.5,61.66
348,2020-12-26,1,48.17,82.95,78.35,136.88,92.23,137.72,87.46,80.25,57.64,159.19,186.61,161.95,100.47,106.32,94.56,182.57,156.71,157.1,124.36,107.67,106.07,120.45,90.89,128.86,32.52,80.27,25.71,96.23,129.55,110.98,107.12,59.14,67.2,102.0,68.59,152.9,29.41,79.95,125.23,136.57,36.11,91.61,96.4,155.03,78.0,79.31,214.68,61.19,129.21,50.43,164.4,131.2,158.45,124.27,175.54,86.21,134.88,83.71,98.5,67.54,73.13,46.5,35.56,45.14,118.8,64.94,95.71,119.45,42.44,102.31,31.73,108.06,14.63,105.01,99.61,65.98,37.62,63.08,36.72,50.03,170.96,92.68,157.13,71.76,138.34,91.01,55.65,34.57,84.43,130.95
349,2020-12-27,1,51.36,88.42,84.82,125.25,81.44,130.92,81.07,75.08,58.3,158.94,214.74,149.61,101.42,86.47,83.19,163.34,156.76,153.28,115.92,119.36,93.32,100.62,82.91,119.06,35.57,74.0,25.87,86.6,127.77,103.75,88.8,58.7,67.93,94.28,64.38,180.01,26.89,74.46,111.95,157.04,37.19,84.28,86.29,135.06,65.27,73.75,216.42,65.02,130.41,47.68,165.09,118.51,153.86,116.8,169.51,82.0,118.79,73.57,87.69,62.45,73.17,55.46,47.02,48.72,106.6,62.84,83.35,104.62,42.49,86.62,31.51,107.93,17.82,101.72,92.5,59.22,48.79,46.51,48.9,59.53,161.61,83.0,153.39,45.67,142.93,84.17,60.78,32.87,91.46,123.39
350,2020-12-28,1,79.14,101.08,79.76,122.13,94.42,120.95,105.52,96.95,68.41,181.83,243.27,143.56,109.64,111.95,87.91,170.77,137.92,181.07,125.93,114.84,115.52,126.97,101.48,134.81,40.09,91.62,32.11,112.6,140.8,129.55,109.0,70.5,85.21,113.67,81.44,173.78,38.9,98.69,136.36,166.34,45.9,105.76,104.84,149.52,86.75,95.48,241.34,84.83,137.12,66.52,159.22,125.48,163.12,142.11,169.41,103.94,153.74,77.48,108.01,80.15,97.9,59.84,49.17,63.81,124.34,76.52,102.16,122.2,56.25,117.94,38.93,105.73,23.41,147.91,115.58,57.85,55.03,81.04,59.51,59.25,170.38,105.43,150.01,72.49,176.9,101.32,74.72,35.95,115.17,150.21
351,2020-12-29,1,83.5,100.47,70.71,107.75,92.34,101.59,109.21,100.44,63.69,174.74,265.34,151.39,73.16,91.64,79.33,169.96,143.73,180.7,129.75,125.84,121.37,134.94,105.05,132.37,39.06,96.92,32.9,122.85,138.07,131.7,111.73,70.16,86.88,122.63,86.31,176.76,35.16,103.17,134.68,164.7,43.59,113.29,107.69,140.88,69.52,98.03,265.69,86.94,130.36,59.12,135.29,128.2,190.34,158.48,172.5,116.74,169.43,97.55,110.78,82.91,85.62,63.42,42.67,60.4,135.98,78.09,109.22,121.89,54.11,113.51,38.44,100.2,23.69,128.78,131.49,61.6,67.8,89.02,67.22,66.32,160.32,109.95,150.53,88.06,178.75,102.94,70.94,41.99,121.45,148.89
352,2020-12-30,1,83.73,96.85,59.49,84.91,100.63,70.87,113.93,107.11,64.55,175.99,258.17,148.15,85.16,117.54,90.13,182.7,141.68,172.8,135.06,132.15,124.82,139.8,106.6,131.06,38.26,100.31,31.72,123.1,151.46,149.5,120.34,77.75,94.94,135.63,92.4,179.88,38.39,107.9,120.47,181.74,46.18,117.28,109.74,158.88,76.17,102.51,265.41,83.25,131.51,61.62,170.55,137.31,155.72,137.34,173.86,103.7,164.58,100.12,116.98,83.65,98.15,68.39,33.3,66.82,147.02,78.95,116.01,136.45,46.91,133.7,35.37,86.61,22.84,140.28,122.09,60.91,68.36,78.97,69.63,73.04,124.68,116.87,151.97,90.89,180.5,103.43,70.05,36.05,127.5,146.08
353,2020-12-31,1,63.23,73.03,44.46,89.6,118.43,60.8,136.33,104.8,49.01,139.1,218.65,136.16,115.41,125.59,91.77,193.08,131.48,163.05,139.47,124.43,146.57,124.69,100.09,121.12,36.61,93.43,30.0,119.83,147.52,142.86,120.14,77.06,87.8,136.83,84.82,189.26,40.33,113.7,136.04,155.07,43.0,123.05,101.81,144.04,66.25,102.14,301.97,80.09,127.52,60.93,170.93,131.2,151.77,148.76,183.66,103.09,154.14,94.03,122.29,74.96,123.79,61.55,22.27,42.68,167.24,72.19,113.2,172.97,49.07,137.12,36.04,106.07,19.7,145.43,125.25,53.3,67.34,59.76,56.4,67.65,122.93,129.37,113.07,92.54,161.71,101.73,89.17,31.67,126.52,132.96
354,2021-01-01,1,53.08,70.48,48.45,86.4,72.67,73.49,75.48,67.17,44.95,115.34,187.89,113.72,90.93,75.18,85.48,136.6,122.01,109.64,95.17,101.11,91.75,103.05,67.3,102.6,28.16,66.47,23.91,94.32,117.43,97.77,89.55,67.57,67.58,98.12,59.05,191.68,21.21,63.56,89.46,128.04,31.77,78.24,81.1,111.17,46.28,65.37,253.49,54.45,93.96,37.95,139.1,93.51,133.25,90.57,128.13,65.23,98.79,71.91,86.56,45.35,77.81,41.07,36.57,43.52,127.82,65.45,85.21,111.19,46.74,91.68,29.05,87.71,15.81,103.16,83.37,44.04,50.53,29.01,24.67,44.07,172.9,73.77,101.03,39.83,118.13,65.5,52.86,27.98,96.13,107.26
355,2021-01-02,1,74.7,98.54,58.25,99.11,100.06,91.88,96.9,86.91,53.07,178.82,261.27,162.95,88.56,103.77,99.43,167.28,146.71,164.43,129.39,125.28,136.8,112.78,102.11,136.99,30.73,78.73,29.58,123.1,130.25,123.72,107.24,68.67,83.62,116.75,70.17,221.48,42.05,115.44,124.26,160.57,43.01,109.3,107.66,163.2,71.87,94.73,251.46,60.27,145.16,54.04,185.29,144.57,179.79,129.47,169.41,102.51,145.72,89.61,109.09,71.73,96.84,55.69,40.84,59.21,151.38,75.57,106.69,135.0,43.41,114.74,32.8,97.41,20.0,119.09,161.8,50.69,73.33,46.97,42.46,57.92,180.89,104.81,155.38,65.35,157.89,92.34,66.76,34.34,123.62,145.86
356,2021-01-03,1,72.75,97.13,66.97,108.38,76.78,101.22,66.72,66.7,46.47,96.25,164.62,137.28,88.37,89.78,83.33,147.24,129.92,122.22,102.09,97.26,97.92,103.62,72.36,105.93,29.13,70.01,27.88,96.97,118.14,101.56,87.18,58.65,70.19,99.24,62.46,209.71,28.28,64.05,109.68,127.78,39.51,84.54,87.16,124.83,56.07,73.86,185.1,53.95,125.43,48.54,166.46,118.31,166.18,107.62,152.44,77.56,104.18,76.1,84.42,66.88,76.02,53.03,46.8,62.23,115.8,70.8,86.64,101.98,48.4,94.77,32.53,102.24,20.79,112.6,80.87,53.85,63.64,45.62,41.94,52.7,187.65,81.57,146.46,52.56,179.63,78.52,71.74,34.96,97.37,120.22
357,2021-01-04,1,81.97,93.3,72.16,99.43,89.28,96.8,107.63,89.54,60.44,91.62,171.0,122.67,80.81,106.97,78.18,184.29,135.53,133.48,127.17,108.94,114.59,127.48,89.42,119.53,35.24,82.47,33.69,124.03,123.43,131.63,110.72,63.97,78.99,130.27,74.53,171.03,38.97,87.85,130.76,133.0,49.13,101.66,101.19,134.14,77.48,93.37,182.9,81.58,111.06,84.08,135.99,117.44,152.17,136.27,139.86,107.1,161.41,90.61,106.96,77.43,94.65,60.26,47.02,68.39,118.43,83.58,100.68,121.54,57.0,122.8,40.41,89.97,23.36,128.54,96.19,45.88,72.31,81.65,69.19,66.99,164.84,102.58,136.79,82.04,205.63,85.24,85.3,40.64,117.96,149.11
358,2021-01-05,1,86.85,91.44,72.21,96.09,93.61,93.02,108.71,95.93,71.05,93.62,151.71,137.16,106.62,119.28,101.72,182.96,129.43,136.39,137.93,111.13,110.49,143.37,90.7,135.69,38.36,90.31,34.4,137.74,123.68,137.63,115.57,62.74,80.33,138.58,80.22,180.44,36.78,105.0,143.54,143.44,48.22,107.41,101.94,141.07,95.95,96.68,174.69,91.62,120.54,68.5,130.89,114.73,139.86,146.42,155.58,108.86,166.53,90.28,108.7,78.97,98.86,59.08,45.94,74.52,118.84,80.65,104.79,126.76,60.46,119.42,40.83,86.98,23.95,132.52,97.44,42.98,78.58,87.99,56.22,65.24,177.52,107.91,131.32,79.64,203.93,88.91,77.21,40.29,122.63,153.12
359,2021-01-06,1,81.71,87.35,70.65,85.27,91.33,80.39,107.19,93.3,59.88,93.54,148.37,120.39,99.15,112.65,76.32,162.85,107.47,131.82,127.92,105.1,109.62,120.6,90.29,113.19,33.12,86.13,32.19,123.59,123.67,127.09,111.58,61.34,76.53,137.15,77.15,163.61,34.47,95.39,124.77,126.18,47.2,103.42,97.95,125.79,84.6,95.07,182.06,83.33,113.67,67.81,121.07,116.28,132.61,136.6,158.41,99.19,153.06,90.1,104.79,83.0,97.42,59.98,47.7,67.03,114.35,75.75,100.6,122.83,51.81,122.6,37.29,78.39,22.62,130.12,103.42,42.38,75.82,87.38,39.53,65.44,178.3,106.54,110.57,86.8,205.35,90.82,74.26,35.07,115.69,137.44
360,2021-01-07,1,77.15,87.53,68.95,81.2,92.08,78.02,107.23,95.46,62.01,86.41,172.91,121.97,90.83,109.28,95.64,166.18,108.3,130.56,133.2,115.12,110.46,124.38,89.85,122.05,35.93,87.11,32.15,112.66,127.33,131.2,114.06,61.52,78.4,125.47,79.57,156.25,36.34,96.19,127.6,138.16,47.17,106.15,101.83,124.96,98.43,99.33,188.13,85.61,111.78,66.01,115.86,119.86,143.64,136.4,139.03,102.61,153.94,89.69,106.15,81.9,98.92,59.94,47.84,71.81,115.89,76.33,102.83,123.78,51.12,120.07,36.72,78.77,22.95,127.34,102.7,42.94,75.6,84.68,81.86,66.75,158.47,107.65,118.71,82.71,196.83,90.0,81.12,36.91,116.63,151.15
361,2021-01-08,1,85.58,91.06,75.5,97.82,108.92,76.48,118.2,107.2,61.96,104.63,145.5,144.29,121.55,128.44,95.28,157.61,131.28,92.4,104.96,123.35,112.99,127.23,102.42,142.51,41.48,99.13,35.31,135.82,140.09,137.88,125.83,67.39,85.64,135.07,89.25,171.99,37.11,101.92,149.95,122.05,46.12,121.43,117.28,143.37,98.37,94.45,201.91,91.02,128.84,61.1,154.89,191.09,144.04,156.72,166.58,113.41,179.12,101.8,122.86,85.71,113.65,65.92,44.36,70.12,134.95,77.52,115.84,149.89,52.36,139.58,38.03,84.42,23.46,136.4,127.28,46.78,82.54,101.25,93.21,71.07,146.02,123.91,123.54,94.08,204.81,95.45,79.37,36.29,129.29,164.61
362,2021-01-09,1,92.06,94.82,74.34,112.28,119.14,71.77,115.05,97.78,61.6,121.22,190.28,137.05,106.81,125.55,98.86,154.87,130.75,125.79,119.5,117.53,150.4,122.26,100.48,145.64,31.15,92.56,34.23,152.87,138.15,136.43,117.51,66.53,84.86,130.23,83.23,185.98,37.36,115.96,143.94,120.68,40.62,123.62,111.91,141.55,87.47,101.93,218.79,67.13,117.3,58.26,144.97,125.48,158.7,157.61,166.63,115.69,141.75,102.47,116.97,81.71,114.09,60.58,45.91,69.57,143.83,68.2,111.21,160.47,52.04,128.36,35.75,86.92,21.57,127.82,143.92,45.34,75.4,77.94,70.64,63.79,117.72,124.93,124.51,92.81,180.39,90.23,78.59,35.02,125.29,161.58
363,2021-01-10,1,83.6,87.64,69.06,101.54,80.6,68.78,78.42,75.83,52.62,98.08,153.63,106.13,83.46,99.17,77.11,128.0,102.1,103.1,99.84,94.82,98.68,105.02,81.48,74.66,31.1,74.38,29.18,106.55,107.36,105.01,82.01,55.54,69.47,101.68,67.19,164.14,29.78,87.0,98.16,108.43,36.86,91.49,69.75,102.38,52.09,82.57,155.17,47.85,99.48,42.51,125.75,111.24,103.38,120.77,128.34,80.27,97.51,81.28,86.7,68.87,81.83,49.76,49.39,74.18,109.26,61.92,84.89,112.65,45.18,92.25,29.99,77.77,20.29,114.63,101.51,44.12,56.35,62.9,56.49,52.27,119.53,87.02,95.71,56.98,183.07,77.72,83.93,35.1,94.74,73.48
364,2021-01-11,1,77.57,85.97,70.34,86.19,83.86,87.07,97.02,91.21,69.93,81.03,139.76,94.02,97.45,111.38,87.7,148.43,98.29,113.54,128.83,102.71,99.83,145.08,87.6,107.03,38.11,86.37,33.35,115.94,119.98,123.85,85.17,61.02,74.25,128.75,76.7,131.75,33.66,88.37,118.6,105.3,47.49,100.45,96.25,115.56,79.63,96.7,134.36,76.86,100.61,61.88,125.72,125.29,117.79,132.37,128.5,98.95,130.71,88.52,105.82,83.08,93.75,61.34,50.18,72.72,110.02,78.18,98.13,113.08,52.31,110.91,38.83,74.9,23.82,121.98,97.11,42.61,69.69,84.32,73.84,68.96,107.28,102.04,97.87,77.88,205.52,92.1,83.02,35.63,104.0,121.63
365,2021-01-12,1,80.33,88.12,68.81,84.85,90.14,83.81,105.33,93.29,64.2,93.25,136.97,113.72,86.39,111.51,92.13,146.3,109.18,121.39,123.45,108.67,107.71,128.52,88.77,111.94,37.08,87.76,34.53,120.32,124.49,126.61,113.22,57.72,74.54,124.83,77.95,144.48,34.87,88.34,128.68,122.35,45.37,101.4,98.61,117.94,90.4,97.94,129.08,86.72,102.06,63.94,123.97,120.06,131.96,134.67,128.86,94.26,136.9,87.23,106.33,84.92,94.46,62.91,49.32,70.55,108.14,75.98,99.0,121.72,53.99,113.59,37.49,74.53,23.49,117.93,103.75,42.07,73.6,82.79,73.36,69.83,120.05,102.17,97.5,87.21,217.64,93.82,88.57,35.79,111.98,138.19
